,actual,predicted
186,0.17626230716579794,1.972329808536342e-05
187,0.17746011688516822,1.8356509861893033e-05
188,0.18146159111251514,1.708435121660568e-05
189,0.19201811193597643,1.5900270516602896e-05
190,0.20127152108671617,1.4798169642602664e-05
191,0.20523350708155635,1.3772372758512275e-05
192,0.21392091823303322,1.2817596922847636e-05
193,0.22155530985099775,1.1928925022965047e-05
194,0.22320065287211077,1.1101780325016672e-05
195,0.22646501342599906,1.0331903016447843e-05
196,0.23183541304691202,9.61532816757429e-06
197,0.237482230295372,8.948365400514889e-06
198,0.23890380666561364,8.327579805764003e-06
199,0.24073342810509135,7.749774320252633e-06
